TransactionID,AccountID,TransactionAmount,TransactionDate,Location,Channel
TX000383,AC00188,13.71,2023-05-30 17:54:22,Denver,Online
TX000384,AC00341,96.54,2023-03-13 17:26:17,New York,Branch
TX000385,AC00090,79.35,2023-05-29 17:02:32,Los Angeles,Online
TX000386,AC00456,101.04,2023-07-10 18:16:07,San Antonio,ATM
TX000387,AC00322,74.42,2023-11-23 17:23:16,El Paso,Online
TX000388,AC00135,39.66,2023-05-18 16:16:53,Virginia Beach,Branch
TX000389,AC00279,99.36,2023-05-09 16:55:54,Seattle,ATM
TX000390,AC00210,123.85,2023-08-25 18:47:28,Las Vegas,Online
TX000391,AC00251,426.93,2023-12-25 17:05:00,Omaha,ATM
TX000392,AC00116,133.73,2023-05-16 16:21:42,San Jose,Online
TX000393,AC00131,222.39,2023-08-23 16:32:59,Virginia Beach,Online
TX000394,AC00265,215.94,2023-06-05 16:06:43,Virginia Beach,Online
TX000395,AC00326,6.3,2023-12-14 18:52:54,Columbus,Branch
TX000396,AC00411,826.23,2023-05-31 16:25:19,Colorado Springs,ATM
TX000397,AC00039,416.37,2023-10-11 16:14:28,Columbus,Online
TX000398,AC00293,131.46,2023-05-15 16:37:12,Charlotte,Branch
TX000399,AC00306,202.86,2023-05-22 17:24:46,Memphis,Branch
TX000400,AC00285,268.39,2023-06-26 18:25:14,Miami,ATM
TX000401,AC00145,194.85,2023-09-12 16:50:21,Jacksonville,Online
TX000402,AC00128,137.35,2023-03-29 18:12:17,Sacramento,Online
TX000403,AC00292,712.75,2023-05-26 17:07:56,Philadelphia,Branch
TX000404,AC00020,353.82,2023-04-10 17:57:59,Milwaukee,ATM
TX000405,AC00229,507.25,2023-10-30 17:21:38,Washington,Branch
TX000406,AC00053,212.74,2023-12-14 18:53:34,Seattle,Branch
TX000407,AC00401,364.42,2023-10-10 17:07:27,Colorado Springs,ATM
TX000408,AC00208,195.12,2023-07-25 17:42:45,Louisville,ATM
TX000409,AC00177,230.61,2023-09-04 16:41:19,Raleigh,Branch
TX000410,AC00136,739.28,2023-06-19 16:46:11,Tucson,Branch
TX000411,AC00029,390.35,2023-09-26 18:36:46,Omaha,ATM
TX000412,AC00210,242.03,2023-03-13 16:08:41,Dallas,Online
TX000413,AC00421,242.39,2023-11-20 16:29:28,San Antonio,ATM
TX000414,AC00400,135.03,2023-02-24 17:00:26,San Francisco,ATM
TX000415,AC00495,83.5,2023-05-15 18:47:35,Dallas,Branch
TX000416,AC00301,193.54,2023-10-24 16:43:03,Oklahoma City,Branch
TX000417,AC00434,617.36,2023-11-21 17:05:17,Kansas City,Branch
TX000418,AC00274,775.23,2023-08-07 16:40:02,Albuquerque,Online
TX000419,AC00365,266.57,2023-09-26 17:07:06,El Paso,ATM
TX000420,AC00480,153.4,2023-03-31 17:36:57,Mesa,ATM
TX000421,AC00318,946.94,2023-12-11 17:19:07,Charlotte,Branch
TX000422,AC00235,5.12,2023-10-13 16:08:26,New York,Branch
TX000423,AC00333,119.11,2023-06-30 16:31:46,Detroit,ATM
TX000424,AC00262,1096.7,2023-03-27 16:51:20,Colorado Springs,Online
TX000425,AC00267,119.72,2023-02-03 18:15:15,Tucson,Branch
TX000426,AC00490,107.4,2023-06-22 16:47:47,Virginia Beach,Online
TX000427,AC00229,115.92,2023-01-17 18:42:28,Raleigh,ATM
TX000428,AC00196,438.04,2023-08-24 18:54:06,Philadelphia,ATM
TX000429,AC00182,677.29,2023-05-01 18:28:00,Houston,Online
TX000430,AC00357,296.0,2023-05-15 16:25:29,Las Vegas,Branch
TX000431,AC00443,299.09,2023-01-16 16:14:45,Boston,Branch
TX000432,AC00499,461.52,2023-05-15 16:40:24,Denver,Branch
TX000433,AC00285,100.52,2023-01-30 17:28:00,Las Vegas,ATM
TX000434,AC00475,85.35,2023-07-05 16:08:25,Washington,ATM
TX000435,AC00217,79.76,2023-02-06 16:26:29,Raleigh,Branch
TX000436,AC00452,778.49,2023-07-03 16:48:21,Omaha,Online
TX000437,AC00357,386.38,2023-01-24 16:00:14,Phoenix,Online
TX000438,AC00080,165.25,2023-11-24 17:11:27,Sacramento,Online
TX000439,AC00493,14.29,2023-02-28 16:28:25,Los Angeles,ATM
TX000440,AC00420,232.79,2023-09-20 17:36:06,Indianapolis,Branch
TX000441,AC00040,1237.56,2023-11-13 17:49:04,Austin,Branch
TX000442,AC00351,92.29,2023-02-15 16:17:59,Albuquerque,Branch
TX000443,AC00070,293.97,2023-11-13 17:34:15,Phoenix,Branch
TX000444,AC00273,136.32,2023-10-11 18:50:24,Miami,Online
TX000445,AC00280,251.06,2023-12-06 17:27:14,Colorado Springs,Online
TX000446,AC00480,50.17,2023-09-18 16:57:44,Sacramento,ATM
TX000447,AC00122,21.4,2023-12-26 16:07:28,Fresno,Branch
TX000448,AC00072,73.28,2023-03-10 17:33:12,Boston,Branch
TX000449,AC00093,70.23,2023-09-13 16:18:07,Memphis,ATM
TX000450,AC00407,689.29,2023-01-06 17:30:07,El Paso,ATM
TX000451,AC00495,745.03,2023-08-03 17:42:02,Fort Worth,Online
TX000452,AC00119,54.61,2023-12-04 16:10:04,Milwaukee,ATM
TX000453,AC00271,54.05,2023-04-25 16:53:22,Louisville,Branch
TX000454,AC00235,107.47,2023-04-12 17:39:29,Austin,Online
TX000455,AC00264,611.11,2023-10-18 18:32:31,Detroit,ATM
TX000456,AC00307,219.63,2023-11-10 16:06:27,Charlotte,ATM
TX000457,AC00434,188.7,2023-02-10 16:01:04,New York,Branch
TX000458,AC00290,93.52,2023-08-14 17:41:24,Philadelphia,Online
TX000459,AC00021,275.92,2023-09-18 18:47:52,Nashville,Branch
TX000460,AC00499,376.79,2023-01-30 17:47:18,Milwaukee,Branch
TX000461,AC00148,8.98,2023-08-21 16:07:13,Detroit,Online
TX000462,AC00200,697.32,2023-05-11 16:30:04,Atlanta,Online
TX000463,AC00074,17.45,2023-09-13 16:41:19,Omaha,ATM
TX000464,AC00417,302.16,2023-10-18 17:47:52,Kansas City,Online
TX000465,AC00182,442.74,2023-10-16 17:47:41,San Diego,Branch
TX000466,AC00177,623.9,2023-08-08 17:44:21,San Jose,ATM
TX000467,AC00063,445.41,2023-11-20 16:27:31,Fresno,ATM
TX000468,AC00300,63.41,2023-11-24 17:29:06,Fort Worth,ATM
TX000469,AC00218,346.85,2023-11-03 18:33:50,Kansas City,ATM
TX000470,AC00036,71.95,2023-02-13 16:39:52,Omaha,Online
TX000471,AC00371,7.5,2023-02-17 16:08:54,Dallas,Online
TX000472,AC00398,206.46,2023-11-27 18:26:02,Virginia Beach,ATM
TX000473,AC00213,423.11,2023-07-25 18:41:02,Columbus,ATM
TX000474,AC00464,35.84,2023-03-28 17:23:54,Colorado Springs,Online
TX000475,AC00219,88.6,2023-02-14 17:01:44,Raleigh,Branch
TX000476,AC00464,1431.3,2023-09-04 18:46:40,Oklahoma City,ATM
TX000477,AC00442,53.81,2023-10-16 16:55:44,Raleigh,ATM
TX000478,AC00054,22.46,2023-05-17 16:03:51,New York,Online
TX000479,AC00392,334.89,2023-07-20 18:23:13,Fort Worth,Online
TX000480,AC00350,319.27,2023-07-20 16:58:05,Omaha,Online
TX000481,AC00306,144.3,2023-12-08 17:24:44,Oklahoma City,ATM
TX000482,AC00229,348.7,2023-05-02 17:13:45,Fresno,Branch
TX000483,AC00148,366.21,2023-01-12 17:57:06,Oklahoma City,ATM
TX000484,AC00305,99.11,2023-05-01 16:58:41,Philadelphia,Online
TX000485,AC00329,539.35,2023-05-22 17:34:50,Milwaukee,ATM
TX000486,AC00400,188.99,2023-06-08 16:43:06,Oklahoma City,Branch
TX000487,AC00148,1416.69,2023-01-16 17:00:11,Nashville,ATM
TX000488,AC00128,710.14,2023-03-08 16:20:43,El Paso,ATM
TX000489,AC00463,308.68,2023-02-27 17:14:10,Milwaukee,Online
TX000490,AC00256,166.68,2023-03-27 18:47:56,Mesa,ATM
TX000491,AC00166,0.99,2023-09-13 16:55:14,Los Angeles,ATM
TX000492,AC00318,505.19,2023-03-14 16:25:04,Kansas City,ATM
TX000493,AC00213,66.58,2023-12-04 17:06:43,Raleigh,Branch
TX000494,AC00075,223.43,2023-02-08 17:59:42,Dallas,Branch
TX000495,AC00498,659.95,2023-09-20 16:59:45,Detroit,Online
TX000496,AC00039,634.86,2023-08-10 16:28:55,Chicago,ATM
TX000497,AC00114,286.5,2023-10-23 16:58:04,Boston,Branch
TX000498,AC00326,322.96,2023-11-27 16:21:20,Philadelphia,Branch
TX000499,AC00450,654.48,2023-08-07 16:37:06,Columbus,Branch
TX000500,AC00325,157.97,2023-06-21 16:00:51,Philadelphia,Branch
TX000501,AC00433,120.9,2023-07-12 16:17:27,Tucson,Branch
TX000502,AC00284,254.77,2023-01-18 16:47:29,Denver,Branch
TX000503,AC00103,795.96,2023-09-28 17:53:43,Raleigh,Online
TX000504,AC00080,149.25,2023-04-10 16:38:45,Omaha,ATM
TX000505,AC00052,3.42,2023-09-25 16:14:35,San Antonio,Online
TX000506,AC00095,68.19,2023-03-14 16:07:32,Fresno,Online
TX000507,AC00327,493.42,2023-06-14 17:21:32,Baltimore,Branch
TX000508,AC00491,37.57,2023-04-26 18:35:50,El Paso,ATM
TX000509,AC00353,127.0,2023-09-15 17:09:41,Nashville,Branch
TX000510,AC00266,96.89,2023-03-16 16:02:01,Sacramento,ATM
TX000511,AC00167,448.33,2023-05-01 16:11:56,Atlanta,ATM
TX000512,AC00153,1116.48,2023-09-18 17:44:50,San Diego,ATM
TX000513,AC00012,8.65,2023-06-05 17:08:37,Las Vegas,Online
TX000514,AC00469,65.57,2023-04-06 17:24:16,Miami,Online
TX000515,AC00127,539.81,2023-02-21 16:14:16,San Francisco,Online
TX000516,AC00480,363.53,2023-01-18 17:03:54,Kansas City,ATM
TX000517,AC00092,64.9,2023-02-14 16:23:39,Detroit,Branch
TX000518,AC00122,358.18,2023-04-10 16:44:52,Boston,ATM
TX000519,AC00067,167.2,2023-01-18 17:53:37,San Antonio,Branch
TX000520,AC00014,121.91,2023-06-26 18:39:52,Chicago,Branch
TX000521,AC00098,137.57,2023-12-11 17:26:22,Louisville,Online
TX000522,AC00345,534.62,2023-12-05 17:51:28,Oklahoma City,Online
TX000523,AC00360,463.92,2023-03-13 16:41:12,Mesa,Online
TX000524,AC00043,320.14,2023-01-31 16:58:42,Milwaukee,Online
TX000525,AC00295,214.93,2023-05-15 17:02:15,Albuquerque,Online
TX000526,AC00313,660.02,2023-10-12 16:57:36,Nashville,Branch
TX000527,AC00173,345.81,2023-06-26 16:10:57,Raleigh,Branch
TX000528,AC00364,143.54,2023-10-16 16:06:05,Philadelphia,ATM
TX000529,AC00339,42.55,2023-03-31 18:57:11,Seattle,Branch
TX000530,AC00265,1063.25,2023-01-17 16:48:10,Omaha,Online
TX000531,AC00369,541.79,2023-08-11 16:43:45,Mesa,ATM
TX000532,AC00033,40.57,2023-02-13 17:02:27,Columbus,Branch
TX000533,AC00077,120.24,2023-08-28 16:52:22,Milwaukee,Branch
TX000534,AC00437,498.67,2023-12-05 16:19:23,Miami,Online
TX000535,AC00152,227.22,2023-03-27 18:52:04,El Paso,ATM
TX000536,AC00161,1182.86,2023-12-11 16:06:51,Tucson,Online
TX000537,AC00125,56.94,2023-12-11 16:52:47,Charlotte,Online
TX000538,AC00311,629.82,2023-07-17 16:22:23,Colorado Springs,ATM
TX000539,AC00183,59.44,2023-06-13 17:52:56,Chicago,Online
TX000540,AC00407,186.69,2023-12-29 16:38:21,New York,Branch
TX000541,AC00093,230.46,2023-04-25 17:33:27,Mesa,Online
TX000542,AC00314,65.09,2023-02-28 17:58:02,Seattle,Online
TX000543,AC00467,457.09,2023-05-25 16:52:57,Nashville,Online
TX000544,AC00316,552.02,2023-11-30 16:51:46,Chicago,ATM
TX000545,AC00145,377.12,2023-08-14 17:12:27,Houston,ATM
TX000546,AC00045,204.56,2023-09-11 17:51:17,San Diego,Branch
TX000547,AC00005,420.28,2023-05-17 17:28:25,Washington,Branch
TX000548,AC00456,97.09,2023-04-10 18:26:56,Fort Worth,ATM
TX000549,AC00041,124.59,2023-05-05 17:32:18,Charlotte,Branch
TX000550,AC00257,73.88,2023-01-02 16:27:18,Charlotte,Online
TX000551,AC00356,77.43,2023-01-19 16:11:12,Raleigh,Online
TX000552,AC00465,106.16,2023-04-14 17:21:48,Phoenix,ATM
TX000553,AC00158,245.93,2023-06-06 18:53:35,Fresno,Branch
TX000554,AC00086,622.41,2023-12-11 16:57:41,Indianapolis,ATM
TX000555,AC00322,43.73,2023-04-03 16:43:29,Omaha,ATM
TX000556,AC00433,1282.86,2023-05-15 16:52:40,Austin,Branch
TX000557,AC00083,2.03,2024-01-01 16:07:05,Detroit,ATM
TX000558,AC00402,770.65,2023-07-05 17:49:26,Jacksonville,Online
TX000559,AC00317,260.31,2023-02-28 16:46:55,Austin,Branch
TX000560,AC00030,356.1,2023-10-25 16:13:39,Fort Worth,Branch
TX000561,AC00114,27.07,2023-03-06 17:39:01,Virginia Beach,Branch
TX000562,AC00301,119.89,2023-12-19 17:11:31,Tucson,ATM
TX000563,AC00216,106.39,2023-02-13 18:42:09,Virginia Beach,Online
TX000564,AC00223,12.04,2023-11-15 16:08:52,Fort Worth,Online
TX000565,AC00413,365.7,2023-01-27 16:35:40,Houston,Branch
TX000566,AC00086,29.38,2023-02-15 16:30:09,Baltimore,Branch
TX000567,AC00216,319.85,2023-07-26 16:44:22,Denver,ATM
TX000568,AC00240,350.14,2023-03-24 18:50:42,Los Angeles,Online
TX000569,AC00298,163.94,2023-08-03 18:49:37,Virginia Beach,Branch
TX000570,AC00460,170.53,2023-02-06 18:59:44,Oklahoma City,Branch
TX000571,AC00424,262.22,2023-07-13 17:48:24,Baltimore,ATM
TX000572,AC00434,41.49,2023-04-24 16:47:20,Albuquerque,Online
TX000573,AC00471,121.43,2023-03-21 16:20:33,Sacramento,Branch
TX000574,AC00461,350.46,2023-12-08 16:16:02,Nashville,Branch
TX000575,AC00188,220.41,2023-09-04 16:42:49,El Paso,Online
TX000576,AC00013,33.46,2023-02-20 16:52:03,Seattle,ATM
TX000577,AC00345,104.79,2023-08-07 16:06:32,Denver,ATM
TX000578,AC00013,246.27,2023-12-27 16:48:30,Fresno,Online
TX000579,AC00296,48.85,2023-12-08 16:45:12,Dallas,ATM
TX000580,AC00192,332.0,2023-04-27 16:27:41,Charlotte,ATM
TX000581,AC00378,118.1,2023-10-31 16:49:13,Memphis,Online
TX000582,AC00205,84.59,2023-04-19 16:54:46,Las Vegas,Branch
TX000583,AC00475,295.64,2023-12-14 17:31:18,Jacksonville,Online
TX000584,AC00022,514.33,2023-06-02 16:27:08,Philadelphia,Branch
TX000585,AC00150,992.17,2023-02-27 18:23:11,San Antonio,ATM
TX000586,AC00362,94.59,2023-12-01 17:04:00,Washington,Online
TX000587,AC00170,80.43,2023-01-04 16:09:43,Columbus,Branch
TX000588,AC00429,54.25,2023-07-31 16:51:50,Virginia Beach,Online
TX000589,AC00418,178.88,2023-06-19 17:31:08,Dallas,Branch
TX000590,AC00144,518.85,2023-10-23 18:37:47,Kansas City,Online
TX000591,AC00449,10.65,2023-04-24 16:24:49,Louisville,Online
TX000592,AC00057,198.62,2023-05-15 16:19:14,Tucson,Branch
TX000593,AC00426,107.03,2023-03-06 18:27:13,Miami,Branch
TX000594,AC00039,139.57,2023-11-17 17:59:11,Fort Worth,ATM
TX000595,AC00051,312.47,2023-05-02 17:24:26,Milwaukee,ATM
TX000596,AC00471,346.11,2023-01-04 17:00:17,Dallas,Branch
TX000597,AC00039,138.06,2023-07-25 17:21:53,Charlotte,Branch
TX000598,AC00274,158.02,2023-09-20 17:09:14,New York,ATM
TX000599,AC00095,830.01,2023-07-21 16:43:59,Chicago,Online
TX000600,AC00211,435.5,2023-05-15 18:41:05,Oklahoma City,ATM
TX000601,AC00184,110.49,2023-10-31 17:06:47,Raleigh,Online
TX000602,AC00436,329.4,2023-12-25 16:30:09,Denver,Online
TX000603,AC00107,635.4,2023-09-19 16:55:00,Denver,ATM
TX000604,AC00203,769.97,2023-02-16 18:56:44,San Diego,Branch
TX000605,AC00398,175.07,2023-09-04 17:46:20,Colorado Springs,Branch
TX000606,AC00312,7.31,2023-06-26 16:04:11,Las Vegas,Branch
TX000607,AC00225,175.15,2023-11-09 17:02:41,Detroit,ATM
TX000608,AC00150,32.54,2023-07-04 16:25:35,Oklahoma City,Online
TX000609,AC00413,121.82,2023-09-08 18:24:14,Dallas,Online
TX000610,AC00479,56.12,2023-09-13 18:49:55,El Paso,ATM
TX000611,AC00078,424.7,2023-01-30 17:37:14,Miami,Online
TX000612,AC00242,35.16,2023-10-25 17:50:23,Chicago,Branch
TX000613,AC00149,35.73,2023-06-12 16:48:03,Miami,Branch
TX000614,AC00084,3.44,2023-01-19 17:24:30,Fort Worth,ATM
TX000615,AC00466,1342.25,2023-04-28 18:11:55,Fort Worth,Branch
TX000616,AC00359,139.03,2023-08-30 18:00:09,Los Angeles,Online
TX000617,AC00023,254.92,2023-09-18 16:04:06,San Antonio,ATM
TX000618,AC00366,115.11,2023-05-05 17:34:22,Albuquerque,Online
TX000619,AC00170,171.11,2023-05-15 16:52:24,San Francisco,ATM
TX000620,AC00130,168.54,2023-02-02 16:13:13,Oklahoma City,ATM
TX000621,AC00183,420.76,2023-02-23 16:04:35,Miami,Branch
TX000622,AC00219,408.46,2023-03-01 16:17:46,Raleigh,Branch
TX000623,AC00354,1162.42,2023-08-23 16:35:42,Detroit,Online
TX000624,AC00290,342.17,2023-12-14 16:09:42,New York,Branch
TX000625,AC00425,580.71,2023-09-20 16:37:48,Philadelphia,ATM
TX000626,AC00370,821.54,2023-08-22 18:11:16,Atlanta,Branch
TX000627,AC00454,253.47,2023-06-14 17:07:08,Atlanta,Branch
TX000628,AC00403,22.81,2023-05-29 17:53:03,New York,Online
TX000629,AC00358,266.57,2023-07-03 17:56:59,Boston,Online
TX000630,AC00296,374.61,2023-08-29 18:30:36,Mesa,Online
TX000631,AC00393,339.35,2023-02-03 16:08:47,Boston,ATM
TX000632,AC00223,810.36,2023-01-17 16:59:03,Columbus,ATM
TX000633,AC00487,9.83,2023-07-24 17:04:17,Memphis,ATM
TX000634,AC00215,135.57,2023-06-14 17:17:34,Boston,Branch
TX000635,AC00275,340.05,2023-10-27 17:26:53,Detroit,ATM
TX000636,AC00482,283.45,2023-10-17 17:24:47,Colorado Springs,Branch
TX000637,AC00357,100.99,2023-05-29 16:20:29,New York,ATM
TX000638,AC00026,90.88,2023-02-20 16:48:49,Albuquerque,Branch
TX000639,AC00416,655.15,2023-01-02 16:22:54,Seattle,ATM
TX000640,AC00058,320.55,2023-05-01 17:11:47,Milwaukee,Online
TX000641,AC00170,41.51,2023-10-04 16:47:33,Phoenix,Online
TX000642,AC00262,71.53,2023-10-30 16:49:25,Jacksonville,Branch
TX000643,AC00032,467.13,2023-09-28 17:18:26,Kansas City,Branch
TX000644,AC00131,235.4,2023-09-26 17:02:25,Detroit,Branch
TX000645,AC00176,159.32,2023-01-16 18:57:13,Seattle,Branch
TX000646,AC00139,50.83,2023-12-18 16:06:14,Philadelphia,Online
TX000647,AC00056,56.89,2023-02-03 18:03:56,Houston,Branch
TX000648,AC00276,20.22,2023-03-10 18:26:19,Jacksonville,ATM
TX000649,AC00447,50.4,2023-03-27 17:02:44,San Antonio,Branch
TX000650,AC00143,73.88,2023-05-08 17:42:36,Los Angeles,Branch
TX000651,AC00139,119.61,2023-03-14 16:21:01,San Diego,ATM
TX000652,AC00208,1241.05,2023-11-21 16:26:41,Miami,Branch
TX000653,AC00426,116.58,2023-08-31 16:38:18,Raleigh,Branch
TX000654,AC00423,1919.11,2023-06-27 17:48:25,Portland,ATM
TX000655,AC00381,391.96,2023-06-19 16:21:58,Nashville,ATM
TX000656,AC00458,156.26,2023-01-02 17:49:44,Virginia Beach,Branch
TX000657,AC00014,427.0,2023-07-31 17:04:29,Oklahoma City,Branch
TX000658,AC00071,443.68,2023-04-25 18:58:32,Tucson,ATM
TX000659,AC00054,101.76,2023-02-20 17:27:24,Philadelphia,Branch
TX000660,AC00182,67.57,2023-08-17 16:44:38,Charlotte,Branch
TX000661,AC00257,326.29,2023-12-06 17:10:35,Denver,Online
TX000662,AC00006,158.56,2023-02-28 17:28:13,Sacramento,ATM
TX000663,AC00424,56.02,2023-06-19 17:50:29,Memphis,Online
TX000664,AC00131,288.28,2023-01-17 17:11:24,Portland,Online
TX000665,AC00133,245.67,2023-01-02 18:35:07,Portland,Branch
TX000666,AC00393,152.18,2023-08-07 16:57:22,Los Angeles,Online
TX000667,AC00361,114.35,2023-11-27 16:16:19,El Paso,Branch
TX000668,AC00092,373.27,2023-07-18 18:03:03,Miami,Online
TX000669,AC00049,504.63,2023-11-13 17:07:10,Portland,Online
TX000670,AC00023,126.22,2023-05-04 16:25:15,Atlanta,ATM
TX000671,AC00323,820.15,2023-12-18 16:33:01,Kansas City,Branch
TX000672,AC00372,986.81,2023-03-31 16:52:35,Houston,Online
TX000673,AC00497,8.37,2023-01-12 16:21:27,Colorado Springs,ATM
TX000674,AC00130,197.49,2023-07-03 16:36:45,Fresno,Online
TX000675,AC00034,637.97,2023-10-23 17:17:18,New York,Branch
TX000676,AC00286,13.52,2023-05-15 16:51:28,Seattle,ATM
TX000677,AC00232,432.1,2023-03-20 16:28:17,San Francisco,ATM
TX000678,AC00182,375.17,2023-06-08 17:20:53,Fort Worth,ATM
TX000679,AC00136,642.68,2023-02-17 16:57:11,Fresno,Branch
TX000680,AC00101,78.44,2023-11-21 17:25:30,San Jose,Online
TX000681,AC00328,139.72,2023-01-16 17:53:00,Memphis,Branch
TX000682,AC00356,499.99,2023-08-02 16:01:17,San Jose,Branch
TX000683,AC00312,10.07,2023-01-17 16:47:41,Albuquerque,Online
TX000684,AC00242,120.62,2023-02-27 16:37:11,Raleigh,ATM
TX000685,AC00123,578.49,2023-10-16 17:46:51,Nashville,Branch
TX000686,AC00071,119.3,2023-08-28 16:08:54,Mesa,Branch
TX000687,AC00370,280.92,2024-01-01 18:21:50,Phoenix,Online
TX000688,AC00330,42.42,2023-06-01 17:19:57,Sacramento,Online
TX000689,AC00218,77.03,2023-06-19 16:57:53,Fresno,ATM
TX000690,AC00437,22.59,2023-03-27 16:12:36,Seattle,ATM
TX000691,AC00287,568.76,2023-10-09 16:48:50,Baltimore,ATM
TX000692,AC00418,25.94,2023-10-16 18:53:31,San Jose,Online
TX000693,AC00465,105.94,2023-08-07 16:02:55,Oklahoma City,Branch
TX000694,AC00011,733.29,2023-03-15 18:42:16,Virginia Beach,ATM
TX000695,AC00432,350.15,2023-11-27 16:18:25,Fresno,ATM
TX000696,AC00240,1151.18,2023-08-25 17:26:27,Kansas City,ATM
TX000697,AC00497,183.67,2023-06-26 16:11:29,San Diego,Online
TX000698,AC00026,278.27,2023-04-10 16:47:55,Tucson,Branch
TX000699,AC00277,470.3,2023-09-12 18:46:45,Austin,ATM
TX000700,AC00116,261.69,2023-11-27 17:29:25,Philadelphia,ATM
TX000701,AC00367,365.04,2023-03-06 16:29:57,Virginia Beach,Branch
TX000702,AC00030,211.1,2023-09-14 16:58:48,Miami,Branch
TX000703,AC00111,21.49,2023-05-04 16:51:17,Denver,ATM
TX000704,AC00220,63.58,2023-09-11 17:43:14,Columbus,ATM
TX000705,AC00295,321.86,2023-07-24 16:25:51,San Antonio,ATM
TX000706,AC00137,12.11,2023-12-12 16:17:27,Jacksonville,Branch
TX000707,AC00004,642.54,2023-05-10 18:49:20,Milwaukee,Branch
TX000708,AC00442,210.45,2023-12-11 16:47:05,Las Vegas,ATM
TX000709,AC00201,313.65,2023-01-30 16:08:07,Chicago,Branch
TX000710,AC00462,99.76,2023-08-07 16:21:37,Sacramento,Branch
TX000711,AC00390,115.32,2023-07-25 17:24:07,Denver,Branch
TX000712,AC00297,33.61,2023-08-21 17:25:00,Milwaukee,Online
TX000713,AC00173,498.59,2023-01-30 16:20:26,Oklahoma City,Online
TX000714,AC00382,98.81,2023-09-04 16:48:13,San Francisco,Branch
TX000715,AC00175,1.87,2023-10-20 18:34:41,Washington,ATM
TX000716,AC00035,78.92,2023-06-15 18:57:42,Jacksonville,Online
TX000717,AC00219,194.29,2023-01-23 16:05:42,Seattle,Branch
TX000718,AC00416,28.73,2023-10-31 16:11:57,Kansas City,ATM
TX000719,AC00467,105.53,2023-06-16 16:36:20,Colorado Springs,Online
TX000720,AC00465,737.34,2023-03-20 17:45:22,Miami,Online
TX000721,AC00102,237.86,2023-02-06 17:48:39,Philadelphia,ATM
TX000722,AC00119,409.61,2023-07-26 16:05:48,Kansas City,Branch
TX000723,AC00418,75.53,2023-08-21 17:36:05,Fresno,Online
TX000724,AC00237,72.75,2023-05-01 16:30:03,Phoenix,ATM
TX000725,AC00279,39.11,2023-09-01 18:05:37,Columbus,Online
TX000726,AC00067,1309.79,2023-03-06 16:33:43,San Francisco,ATM
TX000727,AC00043,729.38,2023-11-14 17:23:43,Los Angeles,ATM
TX000728,AC00012,137.49,2023-07-26 16:54:08,Fort Worth,ATM
TX000729,AC00244,504.71,2023-04-10 18:27:51,Detroit,Online
TX000730,AC00395,371.47,2023-05-30 16:15:10,Milwaukee,Branch
TX000731,AC00253,430.35,2023-02-20 17:23:03,Charlotte,Online
TX000732,AC00394,230.32,2023-05-15 18:15:33,Las Vegas,Branch
TX000733,AC00457,121.71,2023-09-05 17:02:23,Chicago,ATM
TX000734,AC00046,98.87,2023-01-03 17:51:07,Detroit,Online
TX000735,AC00011,117.55,2023-05-19 16:35:07,Fresno,ATM
TX000736,AC00045,244.64,2023-02-21 18:41:39,Tucson,Branch
TX000737,AC00181,321.93,2023-12-04 18:27:11,Nashville,ATM
TX000738,AC00149,1092.73,2023-01-23 17:24:29,Columbus,Branch
TX000739,AC00288,283.23,2023-02-06 16:48:45,El Paso,Online
TX000740,AC00014,346.65,2024-01-01 16:17:13,Washington,Online
TX000741,AC00153,381.62,2023-01-27 16:40:28,Las Vegas,Online
TX000742,AC00164,388.65,2023-02-21 16:02:33,Oklahoma City,ATM
TX000743,AC00159,29.22,2023-07-06 18:16:05,San Antonio,ATM
TX000744,AC00360,46.75,2023-07-31 17:37:31,Colorado Springs,Branch
TX000745,AC00326,348.64,2023-06-09 17:12:09,San Jose,Online
TX000746,AC00110,319.17,2023-01-11 16:58:02,Tucson,Online
TX000747,AC00110,73.95,2023-11-03 16:39:45,Kansas City,ATM
TX000748,AC00257,389.63,2023-02-16 16:20:06,Mesa,Online
TX000749,AC00145,217.61,2023-03-16 17:36:31,Chicago,ATM
TX000750,AC00455,199.84,2023-01-16 16:01:34,Dallas,ATM
TX000751,AC00282,56.35,2023-02-09 16:09:00,Charlotte,ATM
TX000752,AC00045,248.95,2023-06-16 16:19:35,San Francisco,Branch
TX000753,AC00390,142.58,2023-06-19 16:20:51,San Antonio,ATM
TX000754,AC00032,1020.73,2023-07-24 16:42:06,Fort Worth,ATM
TX000755,AC00153,84.34,2023-06-08 16:27:56,Memphis,Online
TX000756,AC00460,1607.55,2023-09-07 16:27:03,Phoenix,ATM
TX000757,AC00154,333.78,2023-11-30 17:53:48,San Diego,ATM
TX000758,AC00190,332.59,2023-07-13 17:50:13,San Antonio,Online
TX000759,AC00156,236.81,2023-10-26 16:59:55,Oklahoma City,Branch
TX000760,AC00005,417.8,2023-06-26 16:21:14,Philadelphia,Branch
TX000761,AC00126,319.27,2023-08-07 16:54:58,San Antonio,ATM
TX000762,AC00201,384.1,2023-05-24 18:32:58,Detroit,Branch
TX000763,AC00165,820.62,2023-03-03 17:18:59,Fresno,Branch
TX000764,AC00420,474.77,2023-12-25 16:28:20,Indianapolis,Online
TX000765,AC00329,542.72,2023-09-04 18:37:57,Indianapolis,Branch
